Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,1445.000000,1445.000000,1425.199951,1441.900024,1307.712402,786846
2019-01-02,1441.000000,1444.900024,1417.099976,1425.500000,1292.838623,2058504
2019-01-03,1426.000000,1429.000000,1391.000000,1395.000000,1265.176880,2290756
2019-01-04,1401.900024,1407.599976,1373.550049,1388.050049,1258.873779,2711485
2019-01-07,1397.000000,1408.599976,1379.050049,1383.800049,1255.019409,1851513
2019-01-08,1387.500000,1393.849976,1375.000000,1382.199951,1253.568237,1437271
2019-01-09,1389.500000,1393.550049,1372.000000,1386.050049,1257.060181,1413005
2019-01-10,1388.000000,1398.900024,1383.250000,1392.599976,1263.000488,1063647
2019-01-11,1393.000000,1393.900024,1361.050049,1369.599976,1242.140747,2489197
2019-01-14,1367.199951,1367.199951,1331.000000,1333.900024,1209.763428,3080984
2019-01-15,1340.000000,1348.000000,1330.000000,1340.900024,1216.111816,3079248
2019-01-16,1342.900024,1361.500000,1336.000000,1342.150024,1217.245361,2454470
2019-01-17,1345.099976,1351.800049,1336.949951,1346.050049,1220.782715,1610419
2019-01-18,1350.849976,1352.000000,1313.000000,1317.900024,1195.252319,2135781
2019-01-21,1279.000000,1337.250000,1273.449951,1314.550049,1192.213867,8813681
2019-01-22,1316.900024,1321.500000,1298.099976,1301.150024,1180.060913,2544978
2019-01-23,1301.000000,1306.900024,1293.550049,1301.449951,1180.333130,1821323
2019-01-24,1305.000000,1305.550049,1287.000000,1295.349976,1174.800903,1654706
2019-01-25,1300.000000,1314.099976,1281.500000,1285.449951,1165.822021,3136788
2019-01-28,1295.449951,1337.900024,1291.650024,1300.449951,1179.426025,8004136
2019-01-29,1304.000000,1308.800049,1268.199951,1278.050049,1159.110840,3685535
2019-01-30,1284.300049,1309.000000,1281.000000,1294.449951,1173.984497,2385425
2019-01-31,1304.000000,1321.699951,1296.550049,1314.300049,1191.987183,5852257
2019-02-01,1315.500000,1334.550049,1313.000000,1324.599976,1201.328857,2515736
2019-02-04,1326.849976,1326.849976,1302.599976,1307.400024,1185.729492,2308931
2019-02-05,1310.699951,1323.000000,1300.000000,1304.599976,1183.189941,1447400
