Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,111.065651,112.781281,110.306274,112.500031,81.966530,3961625
2019-01-02,111.993774,112.500031,109.125031,109.828156,80.019814,7876559
2019-01-03,109.631279,109.687531,108.000031,108.590652,79.118195,7942863
2019-01-04,108.731277,110.671906,107.662529,110.193779,80.286209,4017540
2019-01-07,110.306274,111.881279,110.165649,111.628151,81.331268,3592512
2019-01-08,111.318779,111.656281,110.137527,111.009399,80.880463,3990870
2019-01-09,111.009399,111.796906,110.025024,111.150024,80.982903,4087529
2019-01-10,111.065651,111.065651,109.631279,110.053154,80.183746,3589725
2019-01-11,109.631279,110.193779,108.703156,109.321899,79.650970,2995789
2019-01-14,109.153152,109.321899,107.437523,108.281281,78.892769,5370460
2019-01-15,111.937531,111.937531,107.100029,108.253151,78.872276,11498868
2019-01-16,108.281281,109.209404,107.775024,108.000031,78.687866,8515441
2019-01-17,108.000031,109.434402,108.000031,109.068779,79.466537,5325531
2019-01-18,109.125031,110.643776,108.281281,108.900024,79.343582,4366941
2019-01-21,109.096901,109.518776,107.240654,107.578148,78.380478,4067143
2019-01-22,107.437523,107.578148,106.031273,106.706276,77.745232,3577455
2019-01-23,106.621902,107.718773,104.456276,104.793777,76.351807,6173490
2019-01-24,105.018776,106.368774,104.371902,105.046898,76.536224,6157088
2019-01-25,105.525024,106.368774,104.203148,104.540649,76.167381,3868441
2019-01-28,104.625023,106.087524,102.375023,105.637527,76.966553,7440853
2019-01-29,105.075027,105.637527,103.303146,104.400024,76.064919,17469350
2019-01-30,104.118774,105.693779,103.162521,105.243774,76.679657,12711500
2019-01-31,106.031273,107.718773,105.075027,106.087524,77.294418,25774313
2019-02-01,107.409401,107.915649,104.568779,106.987526,77.950142,9474849
2019-02-04,106.593773,106.593773,103.359398,103.837524,75.655075,3678667
2019-02-05,103.556274,105.159401,103.218773,104.681274,76.269836,5500377
2019-02-06,104.765648,106.171898,103.921898,105.075027,76.556725,4322649
2019-02-07,105.159401,105.581276,103.500023,103.837524,75.655075,4309303
2019-02-08,103.837524,105.721901,101.531273,101.812523,74.179695,7692145
2019-02-11,101.025024,103.050026,100.040649,102.571899,74.732971,7913450
2019-02-12,102.937523,104.850029,101.503151,101.953148,74.282158,11930402
