Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,621.900024,630.200012,621.900024,627.299988,623.803833,12179223
2019-01-02,623.000000,628.500000,617.500000,620.049988,616.594299,12386281
2019-01-03,621.400024,622.000000,603.650024,607.950012,604.561768,13228602
2019-01-04,612.000000,624.750000,609.500000,619.599976,616.146790,8381367
2019-01-07,626.000000,640.700012,624.200012,637.450012,633.897461,11735286
2019-01-08,636.000000,653.750000,630.599976,650.900024,647.272461,11879875
2019-01-09,652.349976,672.049988,652.349976,670.099976,666.365417,18003387
2019-01-10,668.900024,668.900024,654.599976,663.250000,659.553589,12751327
2019-01-11,665.000000,668.500000,658.200012,666.500000,662.785461,8330315
2019-01-14,663.000000,663.000000,652.549988,659.200012,655.526184,6856244
2019-01-15,661.299988,664.250000,655.049988,660.599976,656.918335,5467484
2019-01-16,660.700012,670.400024,660.700012,664.000000,660.299438,6598151
2019-01-17,669.900024,680.000000,665.599976,676.650024,672.878906,10448209
2019-01-18,674.900024,676.049988,661.450012,664.599976,660.896057,7037386
2019-01-21,661.549988,664.500000,656.500000,660.299988,656.619995,6157956
2019-01-22,656.349976,663.599976,653.849976,661.599976,657.912720,7951640
2019-01-23,659.500000,667.000000,658.599976,661.599976,657.912720,7596006
2019-01-24,665.000000,665.549988,655.000000,663.650024,659.951416,7013582
2019-01-25,665.200012,676.849976,665.200012,669.750000,666.017395,6628922
2019-01-28,669.000000,674.450012,650.349976,656.299988,652.642334,7792690
2019-01-29,658.500000,671.000000,649.549988,660.750000,657.067505,8302420
2019-01-30,687.049988,703.349976,683.750000,690.950012,687.099182,46912230
2019-01-31,697.250000,726.849976,689.049988,722.700012,718.672241,35239544
2019-02-01,720.750000,726.400024,705.400024,717.250000,713.252625,13792059
2019-02-04,711.299988,724.500000,708.000000,720.500000,716.484558,8195956
2019-02-05,722.000000,731.599976,719.500000,729.500000,725.434326,8665426
2019-02-06,731.299988,734.500000,715.599976,725.750000,721.705261,8077340
2019-02-07,726.250000,733.799988,724.000000,730.150024,726.080750,7203465
2019-02-08,727.000000,732.799988,716.250000,719.400024,715.390625,7341956
2019-02-11,719.900024,719.900024,705.299988,710.849976,706.888306,7234953
2019-02-12,701.000000,713.400024,700.000000,705.599976,701.667603,15856819
2019-02-14,706.000000,706.400024,692.599976,695.000000,691.126648,10383603
2019-02-15,700.000000,704.000000,681.700012,686.599976,682.773499,10866440
2019-02-18,686.000000,697.700012,680.700012,693.299988,689.436035,7135564
2019-02-19,693.299988,705.400024,689.650024,693.049988,689.187500,6816325
2019-02-20,697.599976,703.000000,695.299988,700.349976,696.446777,5772687
2019-02-21,700.500000,706.500000,695.099976,697.200012,693.314392,6674353
2019-02-22,697.450012,704.450012,691.200012,702.049988,698.137329,9822278
2019-02-25,702.900024,705.799988,696.099976,703.700012,699.778198,11428024
2019-02-26,694.000000,715.599976,693.049988,710.150024,706.192261,9166951
2019-02-27,714.950012,727.799988,713.049988,718.200012,714.197388,13284424
2019-02-28,723.450012,723.450012,706.400024,709.549988,705.595520,26230891
2019-03-01,713.500000,714.950012,699.549988,702.400024,698.485413,7713824
2019-03-05,705.700012,733.900024,700.700012,732.049988,727.970154,11298428
2019-03-06,733.900024,733.900024,712.549988,720.599976,716.583923,10510670
2019-03-07,720.750000,739.450012,720.750000,733.750000,729.660706,11263734
2019-03-08,732.000000,737.250000,728.400024,733.400024,729.312622,7744794
2019-03-11,733.299988,744.900024,730.599976,734.500000,730.406494,9421608
2019-03-12,738.700012,749.000000,738.549988,742.549988,738.411621,8131901
2019-03-13,743.599976,751.000000,736.500000,738.000000,733.887024,12333789
2019-03-14,740.000000,749.700012,737.400024,740.599976,736.472473,7100875
2019-03-15,742.950012,748.950012,731.700012,735.099976,731.003174,14560368
2019-03-18,741.000000,753.849976,740.250000,747.000000,742.836853,8067253
2019-03-19,755.000000,763.000000,749.049988,760.900024,756.659424,8818172
2019-03-20,760.750000,767.000000,754.349976,755.750000,751.538086,9758274
2019-03-22,764.700012,765.900024,735.549988,757.049988,752.830811,10355078
2019-03-25,752.700012,755.000000,741.150024,745.700012,741.544128,7130411
2019-03-26,747.400024,760.950012,741.650024,757.099976,752.880493,7300104
2019-03-27,761.299988,770.000000,755.849976,759.299988,755.068298,7456768
2019-03-28,761.099976,787.650024,757.150024,780.700012,776.349060,16643818
2019-04-01,780.950012,783.000000,760.599976,765.599976,761.333130,6021202
2019-04-02,769.150024,774.950012,761.000000,767.400024,763.123169,6592678
2019-04-03,770.000000,772.750000,758.700012,761.500000,757.256104,5591613
2019-04-04,763.000000,771.900024,760.000000,762.150024,757.902466,7009879
2019-04-05,763.950012,768.750000,756.099976,762.200012,757.952148,5343947
2019-04-08,764.299988,768.000000,748.549988,754.599976,750.394409,4918795
2019-04-09,755.000000,766.000000,751.000000,763.400024,759.145447,5483424
2019-04-10,761.250000,767.900024,758.000000,760.849976,756.609619,5933250
2019-04-11,760.500000,761.349976,747.000000,752.299988,748.107361,5365803
2019-04-12,753.400024,766.750000,751.599976,764.349976,760.090088,4671869
2019-04-15,764.000000,770.200012,760.000000,762.849976,758.598511,3707106
2019-04-16,765.099976,776.000000,765.099976,771.099976,766.802490,7088601
2019-04-18,778.400024,779.000000,769.000000,771.200012,766.901978,6098041
2019-04-22,768.900024,768.900024,750.549988,755.500000,751.289429,4185156
2019-04-23,757.450012,759.299988,749.000000,753.250000,749.052063,5098170
2019-04-24,754.700012,755.700012,738.349976,752.849976,748.654236,7825049
2019-04-25,754.000000,758.549988,738.549988,740.900024,736.770874,10282068
2019-04-26,762.000000,765.150024,747.250000,759.900024,755.664978,23294204
2019-04-30,759.950012,769.700012,755.799988,766.849976,762.576233,12434805
2019-05-02,765.400024,767.799988,748.049988,752.349976,748.156982,7033021
2019-05-03,754.150024,763.799988,753.450012,757.299988,753.079407,5970814
2019-05-06,746.000000,753.400024,744.099976,747.450012,743.284302,5909936
2019-05-07,751.849976,755.500000,740.000000,741.849976,737.715515,5071941
2019-05-08,741.900024,744.750000,733.349976,735.500000,731.400940,6739894
2019-05-09,733.900024,740.500000,729.400024,731.000000,726.925964,4193451
2019-05-10,734.400024,738.500000,729.500000,735.049988,730.953430,3913815
2019-05-13,734.000000,742.849976,730.000000,732.099976,728.019958,5891071
2019-05-14,729.400024,738.500000,722.500000,731.349976,727.273987,7049134
2019-05-15,735.799988,737.700012,716.099976,721.950012,717.926453,4849130
2019-05-16,720.950012,735.000000,718.700012,731.849976,727.771301,5142617
2019-05-17,731.799988,752.150024,727.200012,748.950012,744.776001,9072242
2019-05-20,760.200012,790.650024,760.200012,782.400024,778.039551,15866697
2019-05-21,789.700012,791.799988,771.049988,772.950012,768.642212,9251548
